ID,PARENT_KEY_ID,PO_ITEM_POS,CURRENCY_CODE,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT
02BD2137-0890-1EEA-A6C2-BB55C1980850,02BD2137-0890-1EEA-A6C2-BB55C1979254,50,EUR,2972.62,2498,474.62
02BD2137-0890-1EEA-A6C2-BB55C1980851,02BD2137-0890-1EEA-A6C2-BB55C1979254,60,EUR,21.4,17.98,3.42
02BD2137-0890-1EEA-A6C2-BB55C1980852,02BD2137-0890-1EEA-A6C2-BB55C1979254,70,EUR,160.65,135,25.65
02BD2137-0890-1EEA-A6C2-BB55C1980853,02BD2137-0890-1EEA-A6C2-BB55C1979255,10,MXN,210.63,177,33.63
02BD2137-0890-1EEA-A6C2-BB55C1980854,02BD2137-0890-1EEA-A6C2-BB55C1979255,20,MXN,1463.7,1230,233.7
02BD2137-0890-1EEA-A6C2-BB55C1980855,02BD2137-0890-1EEA-A6C2-BB55C1979255,30,MXN,2673.93,2247,426.93
02BD2137-0890-1EEA-A6C2-BB55C1980856,02BD2137-0890-1EEA-A6C2-BB55C1979256,10,EUR,333.18,279.98,53.2
02BD2137-0890-1EEA-A6C2-BB55C1980857,02BD2137-0890-1EEA-A6C2-BB55C1979256,20,EUR,224.91,189,35.91
02BD2137-0890-1EEA-A6C2-BB55C1980858,02BD2137-0890-1EEA-A6C2-BB55C1979256,30,EUR,166.59,139.99,26.6
02BD2137-0890-1EEA-A6C2-BB55C1980859,02BD2137-0890-1EEA-A6C2-BB55C1979256,40,EUR,149.94,126,23.94
02BD2137-0890-1EEA-A6C2-BB55C1980860,02BD2137-0890-1EEA-A6C2-BB55C1979256,50,EUR,333.18,279.98,53.2
02BD2137-0890-1EEA-A6C2-BB55C1980861,02BD2137-0890-1EEA-A6C2-BB55C1979256,60,EUR,74.97,63,11.97
02BD2137-0890-1EEA-A6C2-BB55C1980862,02BD2137-0890-1EEA-A6C2-BB55C1979256,70,EUR,499.76,419.97,79.79
02BD2137-0890-1EEA-A6C2-BB55C1980863,02BD2137-0890-1EEA-A6C2-BB55C1979256,80,EUR,74.97,63,11.97
02BD2137-0890-1EEA-A6C2-BB55C1980864,02BD2137-0890-1EEA-A6C2-BB55C1979257,10,CAD,1023.4,860,163.4
02BD2137-0890-1EEA-A6C2-BB55C1980865,02BD2137-0890-1EEA-A6C2-BB55C1979257,20,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1980866,02BD2137-0890-1EEA-A6C2-BB55C1979257,30,CAD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1980867,02BD2137-0890-1EEA-A6C2-BB55C1979257,40,CAD,1535.1,1290,245.1
02BD2137-0890-1EEA-A6C2-BB55C1980868,02BD2137-0890-1EEA-A6C2-BB55C1979257,50,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1980869,02BD2137-0890-1EEA-A6C2-BB55C1979257,60,CAD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1980870,02BD2137-0890-1EEA-A6C2-BB55C1979258,10,USD,1218.56,1024,194.56
02BD2137-0890-1EEA-A6C2-BB55C1980871,02BD2137-0890-1EEA-A6C2-BB55C1979258,20,USD,21.18,17.8,3.38
02BD2137-0890-1EEA-A6C2-BB55C1980872,02BD2137-0890-1EEA-A6C2-BB55C1979258,30,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1980873,02BD2137-0890-1EEA-A6C2-BB55C1979259,10,ARS,1166.2,980,186.2
02BD2137-0890-1EEA-A6C2-BB55C1980874,02BD2137-0890-1EEA-A6C2-BB55C1979259,20,ARS,83.3,70,13.3
02BD2137-0890-1EEA-A6C2-BB55C1980875,02BD2137-0890-1EEA-A6C2-BB55C1979259,30,ARS,2259.81,1899,360.81
02BD2137-0890-1EEA-A6C2-BB55C1980876,02BD2137-0890-1EEA-A6C2-BB55C1979259,40,ARS,1166.2,980,186.2
02BD2137-0890-1EEA-A6C2-BB55C1980877,02BD2137-0890-1EEA-A6C2-BB55C1979259,50,ARS,83.3,70,13.3
02BD2137-0890-1EEA-A6C2-BB55C1980878,02BD2137-0890-1EEA-A6C2-BB55C1979259,60,ARS,753.27,633,120.27
02BD2137-0890-1EEA-A6C2-BB55C1980879,02BD2137-0890-1EEA-A6C2-BB55C1979259,70,ARS,1749.3,1470,279.3
02BD2137-0890-1EEA-A6C2-BB55C1980880,02BD2137-0890-1EEA-A6C2-BB55C1979260,10,ARS,34.51,29,5.51
02BD2137-0890-1EEA-A6C2-BB55C1980881,02BD2137-0890-1EEA-A6C2-BB55C1979260,20,ARS,253.11,212.7,40.41
02BD2137-0890-1EEA-A6C2-BB55C1980882,02BD2137-0890-1EEA-A6C2-BB55C1979260,30,ARS,103.53,87,16.53
02BD2137-0890-1EEA-A6C2-BB55C1980883,02BD2137-0890-1EEA-A6C2-BB55C1979260,40,ARS,84.37,70.9,13.47
02BD2137-0890-1EEA-A6C2-BB55C1980884,02BD2137-0890-1EEA-A6C2-BB55C1979261,10,ARS,2322.88,1952,370.88
02BD2137-0890-1EEA-A6C2-BB55C1980885,02BD2137-0890-1EEA-A6C2-BB55C1979261,20,ARS,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1980886,02BD2137-0890-1EEA-A6C2-BB55C1979261,30,ARS,26.18,22,4.18
02BD2137-0890-1EEA-A6C2-BB55C1980887,02BD2137-0890-1EEA-A6C2-BB55C1979261,40,ARS,3484.32,2928,556.32
02BD2137-0890-1EEA-A6C2-BB55C1980888,02BD2137-0890-1EEA-A6C2-BB55C1979261,50,ARS,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1980889,02BD2137-0890-1EEA-A6C2-BB55C1979261,60,ARS,26.18,22,4.18
02BD2137-0890-1EEA-A6C2-BB55C1980890,02BD2137-0890-1EEA-A6C2-BB55C1979261,70,ARS,1161.44,976,185.44
02BD2137-0890-1EEA-A6C2-BB55C1980891,02BD2137-0890-1EEA-A6C2-BB55C1979261,80,ARS,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1980892,02BD2137-0890-1EEA-A6C2-BB55C1979261,90,ARS,39.27,33,6.27
02BD2137-0890-1EEA-A6C2-BB55C1980893,02BD2137-0890-1EEA-A6C2-BB55C1979262,10,EUR,10.7,8.99,1.71
02BD2137-0890-1EEA-A6C2-BB55C1980894,02BD2137-0890-1EEA-A6C2-BB55C1979262,20,EUR,160.65,135,25.65
02BD2137-0890-1EEA-A6C2-BB55C1980895,02BD2137-0890-1EEA-A6C2-BB55C1979262,30,EUR,2972.62,2498,474.62
02BD2137-0890-1EEA-A6C2-BB55C1980896,02BD2137-0890-1EEA-A6C2-BB55C1979262,40,EUR,21.4,17.98,3.42
02BD2137-0890-1EEA-A6C2-BB55C1980897,02BD2137-0890-1EEA-A6C2-BB55C1979262,50,EUR,160.65,135,25.65
02BD2137-0890-1EEA-A6C2-BB55C1980898,02BD2137-0890-1EEA-A6C2-BB55C1979262,60,EUR,2972.62,2498,474.62
02BD2137-0890-1EEA-A6C2-BB55C1980899,02BD2137-0890-1EEA-A6C2-BB55C1979262,70,EUR,21.4,17.98,3.42
02BD2137-0890-1EEA-A6C2-BB55C1980900,02BD2137-0890-1EEA-A6C2-BB55C1979263,10,JPY,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1980901,02BD2137-0890-1EEA-A6C2-BB55C1979263,20,JPY,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1980902,02BD2137-0890-1EEA-A6C2-BB55C1979263,30,JPY,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1980903,02BD2137-0890-1EEA-A6C2-BB55C1979263,40,JPY,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1980904,02BD2137-0890-1EEA-A6C2-BB55C1979263,50,JPY,46.41,39,7.41
02BD2137-0890-1EEA-A6C2-BB55C1980905,02BD2137-0890-1EEA-A6C2-BB55C1979263,60,JPY,49.98,42,7.98
02BD2137-0890-1EEA-A6C2-BB55C1980906,02BD2137-0890-1EEA-A6C2-BB55C1979264,10,EUR,4280.43,3597,683.43
02BD2137-0890-1EEA-A6C2-BB55C1980907,02BD2137-0890-1EEA-A6C2-BB55C1979264,20,EUR,5.47,4.6,0.87
02BD2137-0890-1EEA-A6C2-BB55C1980908,02BD2137-0890-1EEA-A6C2-BB55C1979264,30,EUR,410.55,345,65.55
02BD2137-0890-1EEA-A6C2-BB55C1980909,02BD2137-0890-1EEA-A6C2-BB55C1979264,40,EUR,4280.43,3597,683.43
02BD2137-0890-1EEA-A6C2-BB55C1980910,02BD2137-0890-1EEA-A6C2-BB55C1979264,50,EUR,5.47,4.6,0.87
02BD2137-0890-1EEA-A6C2-BB55C1980911,02BD2137-0890-1EEA-A6C2-BB55C1979264,60,EUR,410.55,345,65.55
02BD2137-0890-1EEA-A6C2-BB55C1980912,02BD2137-0890-1EEA-A6C2-BB55C1979264,70,EUR,2853.62,2398,455.62
02BD2137-0890-1EEA-A6C2-BB55C1980913,02BD2137-0890-1EEA-A6C2-BB55C1979264,80,EUR,8.21,6.9,1.31
02BD2137-0890-1EEA-A6C2-BB55C1980914,02BD2137-0890-1EEA-A6C2-BB55C1979264,90,EUR,821.1,690,131.1
02BD2137-0890-1EEA-A6C2-BB55C1980915,02BD2137-0890-1EEA-A6C2-BB55C1979265,10,USD,235.62,198,37.62
02BD2137-0890-1EEA-A6C2-BB55C1980916,02BD2137-0890-1EEA-A6C2-BB55C1979265,20,USD,1651.72,1388,263.72
02BD2137-0890-1EEA-A6C2-BB55C1980917,02BD2137-0890-1EEA-A6C2-BB55C1979265,30,USD,54.74,46,8.74
02BD2137-0890-1EEA-A6C2-BB55C1980918,02BD2137-0890-1EEA-A6C2-BB55C1979266,10,EUR,10.7,8.99,1.71
02BD2137-0890-1EEA-A6C2-BB55C1980919,02BD2137-0890-1EEA-A6C2-BB55C1979266,20,EUR,107.1,90,17.1
02BD2137-0890-1EEA-A6C2-BB55C1980920,02BD2137-0890-1EEA-A6C2-BB55C1979267,10,JPY,8207.43,6897,1310.43
02BD2137-0890-1EEA-A6C2-BB55C1980921,02BD2137-0890-1EEA-A6C2-BB55C1979267,20,JPY,6069,5100,969
02BD2137-0890-1EEA-A6C2-BB55C1980922,02BD2137-0890-1EEA-A6C2-BB55C1979267,30,JPY,65.45,55,10.45
02BD2137-0890-1EEA-A6C2-BB55C1980923,02BD2137-0890-1EEA-A6C2-BB55C1979267,40,JPY,5471.62,4598,873.62
02BD2137-0890-1EEA-A6C2-BB55C1980924,02BD2137-0890-1EEA-A6C2-BB55C1979268,10,EUR,285.24,239.7,45.54
02BD2137-0890-1EEA-A6C2-BB55C1980925,02BD2137-0890-1EEA-A6C2-BB55C1979268,20,EUR,1963.5,1650,313.5
02BD2137-0890-1EEA-A6C2-BB55C1980926,02BD2137-0890-1EEA-A6C2-BB55C1979268,30,EUR,160.61,134.97,25.64
02BD2137-0890-1EEA-A6C2-BB55C1980927,02BD2137-0890-1EEA-A6C2-BB55C1979268,40,EUR,95.08,79.9,15.18
02BD2137-0890-1EEA-A6C2-BB55C1980928,02BD2137-0890-1EEA-A6C2-BB55C1979268,50,EUR,5890.5,4950,940.5
02BD2137-0890-1EEA-A6C2-BB55C1980929,02BD2137-0890-1EEA-A6C2-BB55C1979268,60,EUR,53.54,44.99,8.55
02BD2137-0890-1EEA-A6C2-BB55C1980930,02BD2137-0890-1EEA-A6C2-BB55C1979269,10,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980931,02BD2137-0890-1EEA-A6C2-BB55C1979269,20,ZAR,194.45,163.4,31.05
02BD2137-0890-1EEA-A6C2-BB55C1980932,02BD2137-0890-1EEA-A6C2-BB55C1979269,30,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980933,02BD2137-0890-1EEA-A6C2-BB55C1979269,40,ZAR,194.45,163.4,31.05
02BD2137-0890-1EEA-A6C2-BB55C1980934,02BD2137-0890-1EEA-A6C2-BB55C1979269,50,ZAR,355.81,299,56.81
02BD2137-0890-1EEA-A6C2-BB55C1980935,02BD2137-0890-1EEA-A6C2-BB55C1979269,60,ZAR,97.22,81.7,15.52
02BD2137-0890-1EEA-A6C2-BB55C1980936,02BD2137-0890-1EEA-A6C2-BB55C1979269,70,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980937,02BD2137-0890-1EEA-A6C2-BB55C1979269,80,ZAR,291.67,245.1,46.57
02BD2137-0890-1EEA-A6C2-BB55C1980938,02BD2137-0890-1EEA-A6C2-BB55C1979269,90,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980939,02BD2137-0890-1EEA-A6C2-BB55C1979270,10,JPY,5471.62,4598,873.62
02BD2137-0890-1EEA-A6C2-BB55C1980940,02BD2137-0890-1EEA-A6C2-BB55C1979270,20,JPY,2023,1700,323
02BD2137-0890-1EEA-A6C2-BB55C1980941,02BD2137-0890-1EEA-A6C2-BB55C1979270,30,JPY,130.9,110,20.9
02BD2137-0890-1EEA-A6C2-BB55C1980942,02BD2137-0890-1EEA-A6C2-BB55C1979271,10,CAD,1535.1,1290,245.1
02BD2137-0890-1EEA-A6C2-BB55C1980943,02BD2137-0890-1EEA-A6C2-BB55C1979271,20,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1980944,02BD2137-0890-1EEA-A6C2-BB55C1979272,10,ARS,464.1,390,74.1
02BD2137-0890-1EEA-A6C2-BB55C1980945,02BD2137-0890-1EEA-A6C2-BB55C1979272,20,ARS,603.33,507,96.33
02BD2137-0890-1EEA-A6C2-BB55C1980946,02BD2137-0890-1EEA-A6C2-BB55C1979272,30,ARS,154.7,130,24.7
02BD2137-0890-1EEA-A6C2-BB55C1980947,02BD2137-0890-1EEA-A6C2-BB55C1979272,40,ARS,402.22,338,64.22
02BD2137-0890-1EEA-A6C2-BB55C1980948,02BD2137-0890-1EEA-A6C2-BB55C1979273,10,EUR,4284,3600,684
02BD2137-0890-1EEA-A6C2-BB55C1980949,02BD2137-0890-1EEA-A6C2-BB55C1979273,20,EUR,103.53,87,16.53
02BD2137-0890-1EEA-A6C2-BB55C1980950,02BD2137-0890-1EEA-A6C2-BB55C1979273,30,EUR,1638.63,1377,261.63
02BD2137-0890-1EEA-A6C2-BB55C1980951,02BD2137-0890-1EEA-A6C2-BB55C1979273,40,EUR,4284,3600,684
02BD2137-0890-1EEA-A6C2-BB55C1980952,02BD2137-0890-1EEA-A6C2-BB55C1979273,50,EUR,69.02,58,11.02
02BD2137-0890-1EEA-A6C2-BB55C1980953,02BD2137-0890-1EEA-A6C2-BB55C1979273,60,EUR,546.21,459,87.21
02BD2137-0890-1EEA-A6C2-BB55C1980954,02BD2137-0890-1EEA-A6C2-BB55C1979273,70,EUR,2856,2400,456
02BD2137-0890-1EEA-A6C2-BB55C1980955,02BD2137-0890-1EEA-A6C2-BB55C1979274,10,EUR,117.81,99,18.81
02BD2137-0890-1EEA-A6C2-BB55C1980956,02BD2137-0890-1EEA-A6C2-BB55C1979274,20,EUR,11900,10000,1900
02BD2137-0890-1EEA-A6C2-BB55C1980957,02BD2137-0890-1EEA-A6C2-BB55C1979274,30,EUR,1425.62,1198,227.62
02BD2137-0890-1EEA-A6C2-BB55C1980958,02BD2137-0890-1EEA-A6C2-BB55C1979274,40,EUR,235.62,198,37.62
02BD2137-0890-1EEA-A6C2-BB55C1980959,02BD2137-0890-1EEA-A6C2-BB55C1979274,50,EUR,17850,15000,2850
02BD2137-0890-1EEA-A6C2-BB55C1980960,02BD2137-0890-1EEA-A6C2-BB55C1979274,60,EUR,1425.62,1198,227.62
02BD2137-0890-1EEA-A6C2-BB55C1980961,02BD2137-0890-1EEA-A6C2-BB55C1979274,70,EUR,235.62,198,37.62
02BD2137-0890-1EEA-A6C2-BB55C1980962,02BD2137-0890-1EEA-A6C2-BB55C1979274,80,EUR,11900,10000,1900
02BD2137-0890-1EEA-A6C2-BB55C1980963,02BD2137-0890-1EEA-A6C2-BB55C1979274,90,EUR,2138.43,1797,341.43
02BD2137-0890-1EEA-A6C2-BB55C1980964,02BD2137-0890-1EEA-A6C2-BB55C1979274,100,EUR,353.43,297,56.43
02BD2137-0890-1EEA-A6C2-BB55C1980965,02BD2137-0890-1EEA-A6C2-BB55C1979275,10,EUR,1544.62,1298,246.62
02BD2137-0890-1EEA-A6C2-BB55C1980966,02BD2137-0890-1EEA-A6C2-BB55C1979275,20,EUR,8.33,7,1.33
02BD2137-0890-1EEA-A6C2-BB55C1980967,02BD2137-0890-1EEA-A6C2-BB55C1979275,30,EUR,3472.42,2918,554.42
02BD2137-0890-1EEA-A6C2-BB55C1980968,02BD2137-0890-1EEA-A6C2-BB55C1979275,40,EUR,1544.62,1298,246.62
02BD2137-0890-1EEA-A6C2-BB55C1980969,02BD2137-0890-1EEA-A6C2-BB55C1979275,50,EUR,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1980970,02BD2137-0890-1EEA-A6C2-BB55C1979275,60,EUR,3472.42,2918,554.42
02BD2137-0890-1EEA-A6C2-BB55C1980971,02BD2137-0890-1EEA-A6C2-BB55C1979275,70,EUR,2316.93,1947,369.93
02BD2137-0890-1EEA-A6C2-BB55C1980972,02BD2137-0890-1EEA-A6C2-BB55C1979275,80,EUR,24.99,21,3.99
02BD2137-0890-1EEA-A6C2-BB55C1980973,02BD2137-0890-1EEA-A6C2-BB55C1979275,90,EUR,3472.42,2918,554.42
02BD2137-0890-1EEA-A6C2-BB55C1980974,02BD2137-0890-1EEA-A6C2-BB55C1979275,100,EUR,2316.93,1947,369.93
02BD2137-0890-1EEA-A6C2-BB55C1980975,02BD2137-0890-1EEA-A6C2-BB55C1979276,10,EUR,3412.92,2868,544.92
02BD2137-0890-1EEA-A6C2-BB55C1980976,02BD2137-0890-1EEA-A6C2-BB55C1979276,20,EUR,558.11,469,89.11
02BD2137-0890-1EEA-A6C2-BB55C1980977,02BD2137-0890-1EEA-A6C2-BB55C1979276,30,EUR,61.88,52,9.88
02BD2137-0890-1EEA-A6C2-BB55C1980978,02BD2137-0890-1EEA-A6C2-BB55C1979276,40,EUR,2275.28,1912,363.28
02BD2137-0890-1EEA-A6C2-BB55C1980979,02BD2137-0890-1EEA-A6C2-BB55C1979276,50,EUR,558.11,469,89.11
02BD2137-0890-1EEA-A6C2-BB55C1980980,02BD2137-0890-1EEA-A6C2-BB55C1979276,60,EUR,61.88,52,9.88
02BD2137-0890-1EEA-A6C2-BB55C1980981,02BD2137-0890-1EEA-A6C2-BB55C1979276,70,EUR,1137.64,956,181.64
02BD2137-0890-1EEA-A6C2-BB55C1980982,02BD2137-0890-1EEA-A6C2-BB55C1979276,80,EUR,1116.22,938,178.22
02BD2137-0890-1EEA-A6C2-BB55C1980983,02BD2137-0890-1EEA-A6C2-BB55C1979277,10,CNY,674.73,567,107.73
02BD2137-0890-1EEA-A6C2-BB55C1980984,02BD2137-0890-1EEA-A6C2-BB55C1979277,20,CNY,3173.73,2667,506.73
02BD2137-0890-1EEA-A6C2-BB55C1980985,02BD2137-0890-1EEA-A6C2-BB55C1979277,30,CNY,674.73,567,107.73
02BD2137-0890-1EEA-A6C2-BB55C1980986,02BD2137-0890-1EEA-A6C2-BB55C1979277,40,CNY,1057.91,889,168.91
02BD2137-0890-1EEA-A6C2-BB55C1980987,02BD2137-0890-1EEA-A6C2-BB55C1979277,50,CNY,224.91,189,35.91
02BD2137-0890-1EEA-A6C2-BB55C1980988,02BD2137-0890-1EEA-A6C2-BB55C1979278,10,USD,21.18,17.8,3.38
02BD2137-0890-1EEA-A6C2-BB55C1980989,02BD2137-0890-1EEA-A6C2-BB55C1979278,20,USD,94.01,79,15.01
02BD2137-0890-1EEA-A6C2-BB55C1980990,02BD2137-0890-1EEA-A6C2-BB55C1979278,30,USD,1218.56,1024,194.56
02BD2137-0890-1EEA-A6C2-BB55C1980991,02BD2137-0890-1EEA-A6C2-BB55C1979278,40,USD,10.59,8.9,1.69
02BD2137-0890-1EEA-A6C2-BB55C1980992,02BD2137-0890-1EEA-A6C2-BB55C1979278,50,USD,282.03,237,45.03
02BD2137-0890-1EEA-A6C2-BB55C1980993,02BD2137-0890-1EEA-A6C2-BB55C1979279,10,ARS,201.11,169,32.11
02BD2137-0890-1EEA-A6C2-BB55C1980994,02BD2137-0890-1EEA-A6C2-BB55C1979279,20,ARS,309.4,260,49.4
02BD2137-0890-1EEA-A6C2-BB55C1980995,02BD2137-0890-1EEA-A6C2-BB55C1979279,30,ARS,402.22,338,64.22
02BD2137-0890-1EEA-A6C2-BB55C1980996,02BD2137-0890-1EEA-A6C2-BB55C1979279,40,ARS,464.1,390,74.1
02BD2137-0890-1EEA-A6C2-BB55C1980997,02BD2137-0890-1EEA-A6C2-BB55C1979279,50,ARS,402.22,338,64.22
02BD2137-0890-1EEA-A6C2-BB55C1980998,02BD2137-0890-1EEA-A6C2-BB55C1979279,60,ARS,309.4,260,49.4
02BD2137-0890-1EEA-A6C2-BB55C1980999,02BD2137-0890-1EEA-A6C2-BB55C1979279,70,ARS,603.33,507,96.33
02BD2137-0890-1EEA-A6C2-BB55C1981000,02BD2137-0890-1EEA-A6C2-BB55C1979280,10,ARS,3484.32,2928,556.32
02BD2137-0890-1EEA-A6C2-BB55C1981001,02BD2137-0890-1EEA-A6C2-BB55C1979280,20,ARS,1426.81,1199,227.81
02BD2137-0890-1EEA-A6C2-BB55C1981002,02BD2137-0890-1EEA-A6C2-BB55C1979280,30,ARS,39.27,33,6.27
02BD2137-0890-1EEA-A6C2-BB55C1981003,02BD2137-0890-1EEA-A6C2-BB55C1979281,10,EUR,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1981004,02BD2137-0890-1EEA-A6C2-BB55C1979281,20,EUR,5208.63,4377,831.63
02BD2137-0890-1EEA-A6C2-BB55C1981005,02BD2137-0890-1EEA-A6C2-BB55C1979281,30,EUR,772.31,649,123.31
02BD2137-0890-1EEA-A6C2-BB55C1981006,02BD2137-0890-1EEA-A6C2-BB55C1979281,40,EUR,16.66,14,2.66
02BD2137-0890-1EEA-A6C2-BB55C1981007,02BD2137-0890-1EEA-A6C2-BB55C1979281,50,EUR,3472.42,2918,554.42
02BD2137-0890-1EEA-A6C2-BB55C1981008,02BD2137-0890-1EEA-A6C2-BB55C1979281,60,EUR,772.31,649,123.31
02BD2137-0890-1EEA-A6C2-BB55C1981009,02BD2137-0890-1EEA-A6C2-BB55C1979281,70,EUR,24.99,21,3.99
02BD2137-0890-1EEA-A6C2-BB55C1981010,02BD2137-0890-1EEA-A6C2-BB55C1979281,80,EUR,1736.21,1459,277.21
02BD2137-0890-1EEA-A6C2-BB55C1981011,02BD2137-0890-1EEA-A6C2-BB55C1979282,10,JPY,59.5,50,9.5
02BD2137-0890-1EEA-A6C2-BB55C1981012,02BD2137-0890-1EEA-A6C2-BB55C1979282,20,JPY,283.22,238,45.22
02BD2137-0890-1EEA-A6C2-BB55C1981013,02BD2137-0890-1EEA-A6C2-BB55C1979282,30,JPY,35700,30000,5700
02BD2137-0890-1EEA-A6C2-BB55C1981014,02BD2137-0890-1EEA-A6C2-BB55C1979282,40,JPY,89.25,75,14.25
02BD2137-0890-1EEA-A6C2-BB55C1981015,02BD2137-0890-1EEA-A6C2-BB55C1979282,50,JPY,141.61,119,22.61
02BD2137-0890-1EEA-A6C2-BB55C1981016,02BD2137-0890-1EEA-A6C2-BB55C1979282,60,JPY,35700,30000,5700
02BD2137-0890-1EEA-A6C2-BB55C1981017,02BD2137-0890-1EEA-A6C2-BB55C1979283,10,DKK,3567.62,2998,569.62
02BD2137-0890-1EEA-A6C2-BB55C1981018,02BD2137-0890-1EEA-A6C2-BB55C1979283,20,DKK,1616.02,1358,258.02
02BD2137-0890-1EEA-A6C2-BB55C1981019,02BD2137-0890-1EEA-A6C2-BB55C1979283,30,DKK,3567.62,2998,569.62
02BD2137-0890-1EEA-A6C2-BB55C1981020,02BD2137-0890-1EEA-A6C2-BB55C1979284,10,CAD,642.6,540,102.6
02BD2137-0890-1EEA-A6C2-BB55C1981021,02BD2137-0890-1EEA-A6C2-BB55C1979284,20,CAD,38.08,32,6.08
02BD2137-0890-1EEA-A6C2-BB55C1981022,02BD2137-0890-1EEA-A6C2-BB55C1979284,30,CAD,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1981023,02BD2137-0890-1EEA-A6C2-BB55C1979284,40,CAD,642.6,540,102.6
02BD2137-0890-1EEA-A6C2-BB55C1981024,02BD2137-0890-1EEA-A6C2-BB55C1979284,50,CAD,38.08,32,6.08
02BD2137-0890-1EEA-A6C2-BB55C1981025,02BD2137-0890-1EEA-A6C2-BB55C1979284,60,CAD,653.31,549,104.31
02BD2137-0890-1EEA-A6C2-BB55C1981026,02BD2137-0890-1EEA-A6C2-BB55C1979284,70,CAD,963.9,810,153.9
02BD2137-0890-1EEA-A6C2-BB55C1981027,02BD2137-0890-1EEA-A6C2-BB55C1979285,10,EUR,653.31,549,104.31
02BD2137-0890-1EEA-A6C2-BB55C1981028,02BD2137-0890-1EEA-A6C2-BB55C1979285,20,EUR,32.09,26.97,5.12
02BD2137-0890-1EEA-A6C2-BB55C1981029,02BD2137-0890-1EEA-A6C2-BB55C1979285,30,EUR,1888.53,1587,301.53
02BD2137-0890-1EEA-A6C2-BB55C1981030,02BD2137-0890-1EEA-A6C2-BB55C1979285,40,EUR,653.31,549,104.31
02BD2137-0890-1EEA-A6C2-BB55C1981031,02BD2137-0890-1EEA-A6C2-BB55C1979286,10,USD,16.64,13.98,2.66
02BD2137-0890-1EEA-A6C2-BB55C1981032,02BD2137-0890-1EEA-A6C2-BB55C1979286,20,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1981033,02BD2137-0890-1EEA-A6C2-BB55C1979286,30,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1981034,02BD2137-0890-1EEA-A6C2-BB55C1979286,40,USD,24.95,20.97,3.98
02BD2137-0890-1EEA-A6C2-BB55C1981035,02BD2137-0890-1EEA-A6C2-BB55C1979286,50,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1981036,02BD2137-0890-1EEA-A6C2-BB55C1979286,60,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1981037,02BD2137-0890-1EEA-A6C2-BB55C1979286,70,USD,8.32,6.99,1.33
02BD2137-0890-1EEA-A6C2-BB55C1981038,02BD2137-0890-1EEA-A6C2-BB55C1979286,80,USD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1981039,02BD2137-0890-1EEA-A6C2-BB55C1979286,90,USD,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1981040,02BD2137-0890-1EEA-A6C2-BB55C1979287,10,USD,609.28,512,97.28
02BD2137-0890-1EEA-A6C2-BB55C1981041,02BD2137-0890-1EEA-A6C2-BB55C1979287,20,USD,31.77,26.7,5.07
02BD2137-0890-1EEA-A6C2-BB55C1981042,02BD2137-0890-1EEA-A6C2-BB55C1979287,30,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1981043,02BD2137-0890-1EEA-A6C2-BB55C1979287,40,USD,1218.56,1024,194.56
02BD2137-0890-1EEA-A6C2-BB55C1981044,02BD2137-0890-1EEA-A6C2-BB55C1979287,50,USD,31.77,26.7,5.07
02BD2137-0890-1EEA-A6C2-BB55C1981045,02BD2137-0890-1EEA-A6C2-BB55C1979287,60,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1981046,02BD2137-0890-1EEA-A6C2-BB55C1979287,70,USD,1218.56,1024,194.56
